Date,Calgary,Central,Edmonton,NorthEast,NorthWest,South,,,,,,
3/10/2019 2:00:00 PM,668,0,0,0,0,0,,,,,,
3/10/2019 3:00:00 PM,668,0,0,0,0,0,,,,,,
3/10/2019 4:00:00 PM,668,0,0,0,0,0,,,,,,
3/10/2019 5:00:00 PM,668,0,0,0,0,0,,,,,,
3/10/2019 6:00:00 PM,668,0,0,0,0,0,,,,,,
3/10/2019 7:00:00 PM,666,0,0,0,0,0,,,,,,
3/10/2019 8:00:00 PM,666,0,0,0,0,0,,,,,,
3/10/2019 9:00:00 PM,666,0,0,0,0,0,,,,,,
3/10/2019 10:00:00 PM,681,0,0,0,0,0,,,,,,
3/10/2019 11:00:00 PM,683,0,0,0,0,0,,,,,,
3/11/2019 12:00:00 AM,683,0,0,0,0,0,,,,,,
3/11/2019 1:00:00 AM,683,0,0,0,0,0,,,,,,
3/11/2019 2:00:00 AM,683,0,0,0,0,0,,,,,,
3/11/2019 3:00:00 AM,683,0,0,0,0,0,,,,,,
3/11/2019 4:00:00 AM,683,0,0,0,0,0,,,,,,
3/11/2019 5:00:00 AM,683,0,0,0,0,0,,,,,,
3/11/2019 6:00:00 AM,526,0,0,0,0,0,,,,,,
3/11/2019 7:00:00 AM,526,0,0,0,0,0,,,,,,
3/11/2019 8:00:00 AM,526,0,0,0,0,0,,,,,,
3/11/2019 9:00:00 AM,668,0,0,0,0,0,,,,,,
3/11/2019 10:00:00 AM,668,0,0,0,0,0,,,,,,
3/11/2019 11:00:00 AM,668,0,0,0,0,0,,,,,,
3/11/2019 12:00:00 PM,668,0,0,0,0,0,,,,,,
3/11/2019 1:00:00 PM,668,0,0,0,0,0,,,,,,
3/11/2019 2:00:00 PM,668,0,0,0,0,0,,,,,,
3/11/2019 3:00:00 PM,668,0,0,0,0,0,,,,,,
3/11/2019 4:00:00 PM,668,0,0,0,0,0,,,,,,
3/11/2019 5:00:00 PM,668,0,0,0,0,0,,,,,,
3/11/2019 6:00:00 PM,668,0,0,0,0,0,,,,,,
3/11/2019 7:00:00 PM,666,0,0,0,0,0,,,,,,
3/11/2019 8:00:00 PM,666,0,0,0,0,0,,,,,,
3/11/2019 9:00:00 PM,666,0,0,0,0,0,,,,,,
3/11/2019 10:00:00 PM,681,0,0,0,0,0,,,,,,
3/11/2019 11:00:00 PM,683,0,0,0,0,0,,,,,,
3/12/2019 12:00:00 AM,683,0,0,0,0,0,,,,,,
3/12/2019 1:00:00 AM,683,0,0,0,0,0,,,,,,
3/12/2019 2:00:00 AM,683,0,0,0,0,0,,,,,,
3/12/2019 3:00:00 AM,683,0,0,0,0,0,,,,,,
3/12/2019 4:00:00 AM,683,0,0,0,0,0,,,,,,
3/12/2019 5:00:00 AM,683,0,0,0,0,0,,,,,,
3/12/2019 6:00:00 AM,668,0,0,0,0,0,,,,,,
3/12/2019 7:00:00 AM,668,0,0,0,0,0,,,,,,
3/12/2019 8:00:00 AM,668,0,0,0,0,0,,,,,,
3/12/2019 9:00:00 AM,668,0,0,0,0,0,,,,,,
3/12/2019 10:00:00 AM,668,0,0,0,0,0,,,,,,
3/12/2019 11:00:00 AM,668,0,0,0,0,0,,,,,,
3/12/2019 12:00:00 PM,668,0,0,0,0,0,,,,,,
3/12/2019 1:00:00 PM,668,0,0,0,0,0,,,,,,
3/12/2019 2:00:00 PM,668,0,0,0,0,0,,,,,,
3/12/2019 3:00:00 PM,668,0,0,0,0,0,,,,,,
3/12/2019 4:00:00 PM,668,0,0,0,0,0,,,,,,
3/12/2019 5:00:00 PM,668,0,0,0,0,0,,,,,,
3/12/2019 6:00:00 PM,668,0,0,0,0,0,,,,,,
3/12/2019 7:00:00 PM,668,0,0,0,0,0,,,,,,
3/12/2019 8:00:00 PM,668,0,0,0,0,0,,,,,,
3/12/2019 9:00:00 PM,668,0,0,0,0,0,,,,,,
3/12/2019 10:00:00 PM,683,0,0,0,0,0,,,,,,
3/12/2019 11:00:00 PM,691,0,0,0,0,0,,,,,,
3/13/2019 12:00:00 AM,691,0,0,0,0,0,,,,,,
3/13/2019 1:00:00 AM,693,0,0,0,0,0,,,,,,
3/13/2019 2:00:00 AM,693,0,0,0,0,0,,,,,,
3/13/2019 3:00:00 AM,693,0,0,0,0,0,,,,,,
3/13/2019 4:00:00 AM,693,0,0,0,0,0,,,,,,
3/13/2019 5:00:00 AM,693,0,0,0,0,0,,,,,,
3/13/2019 6:00:00 AM,678,0,0,0,0,0,,,,,,
3/13/2019 7:00:00 AM,670,0,0,0,0,0,,,,,,
3/13/2019 8:00:00 AM,676,0,0,0,0,0,,,,,,
3/13/2019 9:00:00 AM,676,0,0,0,0,0,,,,,,
3/13/2019 10:00:00 AM,675,0,0,0,0,0,,,,,,
3/13/2019 11:00:00 AM,675,0,0,0,0,0,,,,,,
3/13/2019 12:00:00 PM,667,0,0,0,0,0,,,,,,
3/13/2019 1:00:00 PM,667,0,0,0,0,0,,,,,,
3/13/2019 2:00:00 PM,665,0,0,0,0,0,,,,,,
3/13/2019 3:00:00 PM,676,0,0,0,0,0,,,,,,
3/13/2019 4:00:00 PM,676,0,0,0,0,0,,,,,,
3/13/2019 5:00:00 PM,676,0,0,0,0,0,,,,,,
3/13/2019 6:00:00 PM,676,0,0,0,0,0,,,,,,
3/13/2019 7:00:00 PM,676,0,0,0,0,0,,,,,,
3/13/2019 8:00:00 PM,676,0,0,0,0,0,,,,,,
3/13/2019 9:00:00 PM,676,0,0,0,0,0,,,,,,
3/13/2019 10:00:00 PM,691,0,0,0,0,0,,,,,,
3/13/2019 11:00:00 PM,691,0,0,0,0,0,,,,,,
3/14/2019 12:00:00 AM,691,0,0,0,0,0,,,,,,
3/14/2019 1:00:00 AM,691,0,0,0,0,0,,,,,,
3/14/2019 2:00:00 AM,511,0,0,0,0,0,,,,,,
3/14/2019 3:00:00 AM,511,0,0,0,0,0,,,,,,
3/14/2019 4:00:00 AM,511,0,0,0,0,0,,,,,,
3/14/2019 5:00:00 AM,511,0,0,0,0,0,,,,,,
3/14/2019 6:00:00 AM,678,0,0,0,0,0,,,,,,
3/14/2019 7:00:00 AM,678,0,0,0,0,0,,,,,,
3/14/2019 8:00:00 AM,678,0,0,0,0,0,,,,,,
3/14/2019 9:00:00 AM,678,0,0,0,0,0,,,,,,
3/14/2019 10:00:00 AM,678,0,0,0,0,0,,,,,,
3/14/2019 11:00:00 AM,678,0,0,0,0,0,,,,,,
3/14/2019 12:00:00 PM,678,0,0,0,0,0,,,,,,
3/14/2019 1:00:00 PM,678,0,0,0,0,0,,,,,,
3/14/2019 2:00:00 PM,678,0,0,0,0,0,,,,,,
3/14/2019 3:00:00 PM,678,0,0,0,0,0,,,,,,
3/14/2019 4:00:00 PM,678,0,0,0,0,0,,,,,,
3/14/2019 5:00:00 PM,678,0,0,0,0,0,,,,,,
3/14/2019 6:00:00 PM,678,0,0,0,0,0,,,,,,
3/14/2019 7:00:00 PM,676,0,0,0,0,0,,,,,,
3/14/2019 8:00:00 PM,676,0,0,0,0,0,,,,,,
3/14/2019 9:00:00 PM,676,0,0,0,0,0,,,,,,
3/14/2019 10:00:00 PM,691,0,0,0,0,0,,,,,,
3/14/2019 11:00:00 PM,691,0,0,0,0,0,,,,,,
3/15/2019 12:00:00 AM,691,0,0,0,0,0,,,,,,
3/15/2019 1:00:00 AM,691,0,0,0,0,0,,,,,,
3/15/2019 2:00:00 AM,691,0,0,0,0,0,,,,,,
3/15/2019 3:00:00 AM,691,0,0,0,0,0,,,,,,
3/15/2019 4:00:00 AM,691,0,0,0,0,0,,,,,,
3/15/2019 5:00:00 AM,691,0,0,0,0,0,,,,,,
3/15/2019 6:00:00 AM,678,0,0,0,0,0,,,,,,
3/15/2019 7:00:00 AM,678,0,0,0,0,0,,,,,,
3/15/2019 8:00:00 AM,678,0,0,0,0,0,,,,,,
3/15/2019 9:00:00 AM,678,0,0,0,0,0,,,,,,
3/15/2019 10:00:00 AM,678,0,0,0,0,0,,,,,,
3/15/2019 11:00:00 AM,678,0,0,0,0,0,,,,,,
3/15/2019 12:00:00 PM,678,0,0,0,0,0,,,,,,
3/15/2019 1:00:00 PM,678,0,0,0,0,0,,,,,,
3/15/2019 2:00:00 PM,678,0,0,0,0,0,,,,,,
3/15/2019 3:00:00 PM,678,0,0,0,0,0,,,,,,
3/15/2019 4:00:00 PM,678,0,0,0,0,0,,,,,,
3/15/2019 5:00:00 PM,678,0,0,0,0,0,,,,,,
3/15/2019 6:00:00 PM,678,0,0,0,0,0,,,,,,
3/15/2019 7:00:00 PM,676,0,0,0,0,0,,,,,,
3/15/2019 8:00:00 PM,676,0,0,0,0,0,,,,,,
3/15/2019 9:00:00 PM,676,0,0,0,0,0,,,,,,
3/15/2019 10:00:00 PM,691,0,0,0,0,0,,,,,,
3/15/2019 11:00:00 PM,690,0,0,0,0,0,,,,,,
3/16/2019 12:00:00 AM,690,0,0,0,0,0,,,,,,
3/16/2019 1:00:00 AM,690,0,0,0,0,0,,,,,,
3/16/2019 2:00:00 AM,690,0,0,0,0,0,,,,,,
3/16/2019 3:00:00 AM,690,0,0,0,0,0,,,,,,
3/16/2019 4:00:00 AM,690,0,0,0,0,0,,,,,,
3/16/2019 5:00:00 AM,690,0,0,0,0,0,,,,,,
3/16/2019 6:00:00 AM,680,0,0,0,0,0,,,,,,
3/16/2019 7:00:00 AM,680,0,0,0,0,0,,,,,,
3/16/2019 8:00:00 AM,680,0,0,0,0,0,,,,,,
3/16/2019 9:00:00 AM,680,0,0,0,0,0,,,,,,
3/16/2019 10:00:00 AM,680,0,0,0,0,0,,,,,,
3/16/2019 11:00:00 AM,680,0,0,0,0,0,,,,,,
3/16/2019 12:00:00 PM,680,0,0,0,0,0,,,,,,
3/16/2019 1:00:00 PM,680,0,0,0,0,0,,,,,,
3/16/2019 2:00:00 PM,680,0,0,0,0,0,,,,,,
3/16/2019 3:00:00 PM,680,0,0,0,0,0,,,,,,
3/16/2019 4:00:00 PM,680,0,0,0,0,0,,,,,,
3/16/2019 5:00:00 PM,680,0,0,0,0,0,,,,,,
3/16/2019 6:00:00 PM,680,0,0,0,0,0,,,,,,
3/16/2019 7:00:00 PM,675,0,0,0,0,0,,,,,,
3/16/2019 8:00:00 PM,675,0,0,0,0,0,,,,,,
3/16/2019 9:00:00 PM,675,0,0,0,0,0,,,,,,
3/16/2019 10:00:00 PM,690,0,0,0,0,0,,,,,,
3/16/2019 11:00:00 PM,690,0,0,0,0,0,,,,,,
3/17/2019 12:00:00 AM,690,0,0,0,0,0,,,,,,
3/17/2019 1:00:00 AM,690,0,0,0,0,0,,,,,,
3/17/2019 2:00:00 AM,690,0,0,0,0,0,,,,,,
3/17/2019 3:00:00 AM,690,0,0,0,0,0,,,,,,
3/17/2019 4:00:00 AM,690,0,0,0,0,0,,,,,,
3/17/2019 5:00:00 AM,690,0,0,0,0,0,,,,,,
3/17/2019 6:00:00 AM,680,0,0,0,0,0,,,,,,
3/17/2019 7:00:00 AM,680,0,0,0,0,0,,,,,,
3/17/2019 8:00:00 AM,680,0,0,0,0,0,,,,,,
3/17/2019 9:00:00 AM,680,0,0,0,0,0,,,,,,
3/17/2019 10:00:00 AM,680,0,0,0,0,0,,,,,,
3/17/2019 11:00:00 AM,680,0,0,0,0,0,,,,,,
3/17/2019 12:00:00 PM,680,0,0,0,0,0,,,,,,
3/17/2019 1:00:00 PM,680,0,0,0,0,0,,,,,,
3/17/2019 2:00:00 PM,680,0,0,0,0,0,,,,,,
3/17/2019 3:00:00 PM,680,0,0,0,0,0,,,,,,
3/17/2019 4:00:00 PM,680,0,0,0,0,0,,,,,,
3/17/2019 5:00:00 PM,680,0,0,0,0,0,,,,,,
3/17/2019 6:00:00 PM,680,0,0,0,0,0,,,,,,
3/17/2019 7:00:00 PM,675,0,0,0,0,0,,,,,,
3/17/2019 8:00:00 PM,675,0,0,0,0,0,,,,,,
3/17/2019 9:00:00 PM,675,0,0,0,0,0,,,,,,
3/17/2019 10:00:00 PM,690,0,0,0,0,0,,,,,,
3/17/2019 11:00:00 PM,685,0,0,0,0,0,,,,,,
3/18/2019 12:00:00 AM,685,0,0,0,0,0,,,,,,
3/18/2019 1:00:00 AM,685,0,0,0,0,0,,,,,,
3/18/2019 2:00:00 AM,685,0,0,0,0,0,,,,,,
3/18/2019 3:00:00 AM,685,0,0,0,0,0,,,,,,
3/18/2019 4:00:00 AM,685,0,0,0,0,0,,,,,,
3/18/2019 5:00:00 AM,685,0,0,0,0,0,,,,,,
3/18/2019 6:00:00 AM,702,0,0,0,0,0,,,,,,
3/18/2019 7:00:00 AM,702,0,0,0,0,0,,,,,,
3/18/2019 8:00:00 AM,702,0,0,0,0,0,,,,,,
3/18/2019 9:00:00 AM,702,0,0,0,0,0,,,,,,
3/18/2019 10:00:00 AM,702,0,0,0,0,0,,,,,,
3/18/2019 11:00:00 AM,702,0,0,0,0,0,,,,,,
3/18/2019 12:00:00 PM,702,0,0,0,0,0,,,,,,
3/18/2019 1:00:00 PM,560,0,0,0,0,0,,,,,,
3/18/2019 2:00:00 PM,560,0,0,0,0,0,,,,,,
3/18/2019 3:00:00 PM,560,0,0,0,0,0,,,,,,
3/18/2019 4:00:00 PM,702,0,0,0,0,0,,,,,,
3/18/2019 5:00:00 PM,702,0,0,0,0,0,,,,,,
3/18/2019 6:00:00 PM,702,0,0,0,0,0,,,,,,
3/18/2019 7:00:00 PM,697,0,0,0,0,0,,,,,,
3/18/2019 8:00:00 PM,691,0,0,0,0,0,,,,,,
3/18/2019 9:00:00 PM,691,0,0,0,0,0,,,,,,
3/18/2019 10:00:00 PM,685,0,0,0,0,0,,,,,,
3/18/2019 11:00:00 PM,681,0,0,0,0,0,,,,,,
3/19/2019 12:00:00 AM,681,0,0,0,0,0,,,,,,
3/19/2019 1:00:00 AM,681,0,0,0,0,0,,,,,,
3/19/2019 2:00:00 AM,681,0,0,0,0,0,,,,,,
3/19/2019 3:00:00 AM,681,0,0,0,0,0,,,,,,
3/19/2019 4:00:00 AM,681,0,0,0,0,0,,,,,,
3/19/2019 5:00:00 AM,681,0,0,0,0,0,,,,,,
3/19/2019 6:00:00 AM,681,0,0,0,0,0,,,,,,
3/19/2019 7:00:00 AM,681,0,0,0,0,0,,,,,,
3/19/2019 8:00:00 AM,681,0,0,0,0,0,,,,,,
3/19/2019 9:00:00 AM,681,0,0,0,0,0,,,,,,
3/19/2019 10:00:00 AM,681,0,0,0,0,0,,,,,,
3/19/2019 11:00:00 AM,681,0,0,0,0,0,,,,,,
3/19/2019 12:00:00 PM,681,0,0,0,0,0,,,,,,
3/19/2019 1:00:00 PM,681,0,0,0,0,0,,,,,,
3/19/2019 2:00:00 PM,681,0,0,0,0,0,,,,,,
3/19/2019 3:00:00 PM,681,0,0,0,0,0,,,,,,
3/19/2019 4:00:00 PM,681,0,0,0,0,0,,,,,,
3/19/2019 5:00:00 PM,681,0,0,0,0,0,,,,,,
3/19/2019 6:00:00 PM,681,0,0,0,0,0,,,,,,
3/19/2019 7:00:00 PM,681,0,0,0,0,0,,,,,,
3/19/2019 8:00:00 PM,666,0,0,0,0,0,,,,,,
3/19/2019 9:00:00 PM,666,0,0,0,0,0,,,,,,
3/19/2019 10:00:00 PM,681,0,0,0,0,0,,,,,,
3/19/2019 11:00:00 PM,681,0,0,0,0,0,,,,,,
3/20/2019 12:00:00 AM,681,0,0,0,0,0,,,,,,
3/20/2019 1:00:00 AM,681,0,0,0,0,0,,,,,,
3/20/2019 2:00:00 AM,681,0,0,0,0,0,,,,,,
3/20/2019 3:00:00 AM,681,0,0,0,0,0,,,,,,
3/20/2019 4:00:00 AM,681,0,0,0,0,0,,,,,,
3/20/2019 5:00:00 AM,681,0,0,0,0,0,,,,,,
3/20/2019 6:00:00 AM,681,0,0,0,0,0,,,,,,
3/20/2019 7:00:00 AM,681,0,0,0,0,0,,,,,,
3/20/2019 8:00:00 AM,681,0,0,0,0,0,,,,,,
3/20/2019 9:00:00 AM,681,0,0,0,0,0,,,,,,
3/20/2019 10:00:00 AM,681,0,0,0,0,0,,,,,,
3/20/2019 11:00:00 AM,681,0,0,0,0,0,,,,,,
3/20/2019 12:00:00 PM,681,0,0,0,0,0,,,,,,
3/20/2019 1:00:00 PM,681,0,0,0,0,0,,,,,,
3/20/2019 2:00:00 PM,681,0,0,0,0,0,,,,,,
3/20/2019 3:00:00 PM,681,0,0,0,0,0,,,,,,
3/20/2019 4:00:00 PM,681,0,0,0,0,0,,,,,,
3/20/2019 5:00:00 PM,681,0,0,0,0,0,,,,,,
3/20/2019 6:00:00 PM,681,0,0,0,0,0,,,,,,
3/20/2019 7:00:00 PM,681,0,0,0,0,0,,,,,,
3/20/2019 8:00:00 PM,666,0,0,0,0,0,,,,,,
3/20/2019 9:00:00 PM,666,0,0,0,0,0,,,,,,
3/20/2019 10:00:00 PM,681,0,0,0,0,0,,,,,,
3/20/2019 11:00:00 PM,681,0,0,0,0,0,,,,,,
3/21/2019 12:00:00 AM,681,0,0,0,0,0,,,,,,
3/21/2019 1:00:00 AM,681,0,0,0,0,0,,,,,,
3/21/2019 2:00:00 AM,681,0,0,0,0,0,,,,,,
3/21/2019 3:00:00 AM,681,0,0,0,0,0,,,,,,
3/21/2019 4:00:00 AM,681,0,0,0,0,0,,,,,,
3/21/2019 5:00:00 AM,690,0,0,0,0,0,,,,,,
3/21/2019 6:00:00 AM,681,0,0,0,0,0,,,,,,
3/21/2019 7:00:00 AM,681,0,0,0,0,0,,,,,,
3/21/2019 8:00:00 AM,681,0,0,0,0,0,,,,,,
3/21/2019 9:00:00 AM,681,0,0,0,0,0,,,,,,
3/21/2019 10:00:00 AM,681,0,0,0,0,0,,,,,,
3/21/2019 11:00:00 AM,681,0,0,0,0,0,,,,,,
3/21/2019 12:00:00 PM,681,0,0,0,0,0,,,,,,
3/21/2019 1:00:00 PM,681,0,0,0,0,0,,,,,,
3/21/2019 2:00:00 PM,681,0,0,0,0,0,,,,,,
3/21/2019 3:00:00 PM,681,0,0,0,0,0,,,,,,
3/21/2019 4:00:00 PM,681,0,0,0,0,0,,,,,,
3/21/2019 5:00:00 PM,681,0,0,0,0,0,,,,,,
3/21/2019 6:00:00 PM,681,0,0,0,0,0,,,,,,
3/21/2019 7:00:00 PM,681,0,0,0,0,0,,,,,,
3/21/2019 8:00:00 PM,666,0,0,0,0,0,,,,,,
3/21/2019 9:00:00 PM,666,0,0,0,0,0,,,,,,
3/21/2019 10:00:00 PM,681,0,0,0,0,0,,,,,,
3/21/2019 11:00:00 PM,680,0,0,0,0,0,,,,,,
3/22/2019 12:00:00 AM,680,0,0,0,0,0,,,,,,
3/22/2019 1:00:00 AM,680,0,0,0,0,0,,,,,,
3/22/2019 2:00:00 AM,680,0,0,0,0,0,,,,,,
3/22/2019 3:00:00 AM,680,0,0,0,0,0,,,,,,
3/22/2019 4:00:00 AM,680,0,0,0,0,0,,,,,,
3/22/2019 5:00:00 AM,680,0,0,0,0,0,,,,,,
3/22/2019 6:00:00 AM,680,0,0,0,0,0,,,,,,
3/22/2019 7:00:00 AM,680,0,0,0,0,0,,,,,,
3/22/2019 8:00:00 AM,680,0,0,0,0,0,,,,,,
3/22/2019 9:00:00 AM,680,0,0,0,0,0,,,,,,
3/22/2019 10:00:00 AM,680,0,0,0,0,0,,,,,,
3/22/2019 11:00:00 AM,680,0,0,0,0,0,,,,,,
3/22/2019 12:00:00 PM,680,0,0,0,0,0,,,,,,
3/22/2019 1:00:00 PM,680,0,0,0,0,0,,,,,,
3/22/2019 2:00:00 PM,680,0,0,0,0,0,,,,,,
3/22/2019 3:00:00 PM,680,0,0,0,0,0,,,,,,
3/22/2019 4:00:00 PM,680,0,0,0,0,0,,,,,,
3/22/2019 5:00:00 PM,680,0,0,0,0,0,,,,,,
3/22/2019 6:00:00 PM,680,0,0,0,0,0,,,,,,
3/22/2019 7:00:00 PM,680,0,0,0,0,0,,,,,,
3/22/2019 8:00:00 PM,665,0,0,0,0,0,,,,,,
3/22/2019 9:00:00 PM,665,0,0,0,0,0,,,,,,
3/22/2019 10:00:00 PM,680,0,0,0,0,0,,,,,,
3/22/2019 11:00:00 PM,682,0,0,0,0,0,,,,,,
3/23/2019 12:00:00 AM,682,0,0,0,0,0,,,,,,
3/23/2019 1:00:00 AM,682,0,0,0,0,0,,,,,,
3/23/2019 2:00:00 AM,682,0,0,0,0,0,,,,,,
3/23/2019 3:00:00 AM,682,0,0,0,0,0,,,,,,
3/23/2019 4:00:00 AM,682,0,0,0,0,0,,,,,,
3/23/2019 5:00:00 AM,682,0,0,0,0,0,,,,,,
3/23/2019 6:00:00 AM,677,0,0,0,0,0,,,,,,
3/23/2019 7:00:00 AM,677,0,0,0,0,0,,,,,,
3/23/2019 8:00:00 AM,677,0,0,0,0,0,,,,,,
3/23/2019 9:00:00 AM,677,0,0,0,0,0,,,,,,
3/23/2019 10:00:00 AM,677,0,0,0,0,0,,,,,,
3/23/2019 11:00:00 AM,677,0,0,0,0,0,,,,,,
3/23/2019 12:00:00 PM,677,0,0,0,0,0,,,,,,
3/23/2019 1:00:00 PM,677,0,0,0,0,0,,,,,,
3/23/2019 2:00:00 PM,677,0,0,0,0,0,,,,,,
3/23/2019 3:00:00 PM,677,0,0,0,0,0,,,,,,
3/23/2019 4:00:00 PM,677,0,0,0,0,0,,,,,,
3/23/2019 5:00:00 PM,677,0,0,0,0,0,,,,,,
3/23/2019 6:00:00 PM,677,0,0,0,0,0,,,,,,
3/23/2019 7:00:00 PM,677,0,0,0,0,0,,,,,,
3/23/2019 8:00:00 PM,667,0,0,0,0,0,,,,,,
3/23/2019 9:00:00 PM,667,0,0,0,0,0,,,,,,
3/23/2019 10:00:00 PM,682,0,0,0,0,0,,,,,,
3/23/2019 11:00:00 PM,677,0,0,0,0,0,,,,,,
3/24/2019 12:00:00 AM,677,0,0,0,0,0,,,,,,
3/24/2019 1:00:00 AM,677,0,0,0,0,0,,,,,,
3/24/2019 2:00:00 AM,677,0,0,0,0,0,,,,,,
3/24/2019 3:00:00 AM,677,0,0,0,0,0,,,,,,
3/24/2019 4:00:00 AM,682,0,0,0,0,0,,,,,,
3/24/2019 5:00:00 AM,682,0,0,0,0,0,,,,,,
3/24/2019 6:00:00 AM,677,0,0,0,0,0,,,,,,
3/24/2019 7:00:00 AM,677,0,0,0,0,0,,,,,,
3/24/2019 8:00:00 AM,677,0,0,0,0,0,,,,,,
3/24/2019 9:00:00 AM,677,0,0,0,0,0,,,,,,
3/24/2019 10:00:00 AM,677,0,0,0,0,0,,,,,,
3/24/2019 11:00:00 AM,677,0,0,0,0,0,,,,,,
3/24/2019 12:00:00 PM,677,0,0,0,0,0,,,,,,
3/24/2019 1:00:00 PM,677,0,0,0,0,0,,,,,,
3/24/2019 2:00:00 PM,677,0,0,0,0,0,,,,,,
3/24/2019 3:00:00 PM,677,0,0,0,0,0,,,,,,
3/24/2019 4:00:00 PM,677,0,0,0,0,0,,,,,,
3/24/2019 5:00:00 PM,677,0,0,0,0,0,,,,,,
3/24/2019 6:00:00 PM,677,0,0,0,0,0,,,,,,
3/24/2019 7:00:00 PM,677,0,0,0,0,0,,,,,,
3/24/2019 8:00:00 PM,667,0,0,0,0,0,,,,,,
3/24/2019 9:00:00 PM,667,0,0,0,0,0,,,,,,
3/24/2019 10:00:00 PM,682,0,0,0,0,0,,,,,,
3/24/2019 11:00:00 PM,683,0,0,0,0,0,,,,,,
3/25/2019 12:00:00 AM,683,0,0,0,0,0,,,,,,
3/25/2019 1:00:00 AM,683,0,0,0,0,0,,,,,,
3/25/2019 2:00:00 AM,683,0,0,0,0,0,,,,,,
3/25/2019 3:00:00 AM,683,0,0,0,0,0,,,,,,
3/25/2019 4:00:00 AM,683,0,0,0,0,0,,,,,,
3/25/2019 5:00:00 AM,683,0,0,0,0,0,,,,,,
3/25/2019 6:00:00 AM,678,0,0,0,0,0,,,,,,
3/25/2019 7:00:00 AM,678,0,0,0,0,0,,,,,,
3/25/2019 8:00:00 AM,678,0,0,0,0,0,,,,,,
3/25/2019 9:00:00 AM,678,0,0,0,0,0,,,,,,
3/25/2019 10:00:00 AM,678,0,0,0,0,0,,,,,,
3/25/2019 11:00:00 AM,678,0,0,0,0,0,,,,,,
3/25/2019 12:00:00 PM,688,0,0,0,0,0,,,,,,
3/25/2019 1:00:00 PM,688,0,0,0,0,0,,,,,,
3/25/2019 2:00:00 PM,678,0,0,0,0,0,,,,,,
3/25/2019 3:00:00 PM,678,0,0,0,0,0,,,,,,
3/25/2019 4:00:00 PM,678,0,0,0,0,0,,,,,,
3/25/2019 5:00:00 PM,678,0,0,0,0,0,,,,,,
3/25/2019 6:00:00 PM,678,0,0,0,0,0,,,,,,
3/25/2019 7:00:00 PM,678,0,0,0,0,0,,,,,,
3/25/2019 8:00:00 PM,668,0,0,0,0,0,,,,,,
3/25/2019 9:00:00 PM,668,0,0,0,0,0,,,,,,
3/25/2019 10:00:00 PM,683,0,0,0,0,0,,,,,,
3/25/2019 11:00:00 PM,682,0,0,0,0,0,,,,,,
3/26/2019 12:00:00 AM,682,0,0,0,0,0,,,,,,
3/26/2019 1:00:00 AM,682,0,0,0,0,0,,,,,,
3/26/2019 2:00:00 AM,682,0,0,0,0,0,,,,,,
3/26/2019 3:00:00 AM,682,0,0,0,0,0,,,,,,
3/26/2019 4:00:00 AM,682,0,0,0,0,0,,,,,,
3/26/2019 5:00:00 AM,682,0,0,0,0,0,,,,,,
3/26/2019 6:00:00 AM,677,0,0,0,0,0,,,,,,
3/26/2019 7:00:00 AM,677,0,0,0,0,0,,,,,,
3/26/2019 8:00:00 AM,677,0,0,0,0,0,,,,,,
3/26/2019 9:00:00 AM,677,0,0,0,0,0,,,,,,
3/26/2019 10:00:00 AM,677,0,0,0,0,0,,,,,,
3/26/2019 11:00:00 AM,677,0,0,0,0,0,,,,,,
3/26/2019 12:00:00 PM,687,0,0,0,0,0,,,,,,
3/26/2019 1:00:00 PM,687,0,0,0,0,0,,,,,,
3/26/2019 2:00:00 PM,677,0,0,0,0,0,,,,,,
3/26/2019 3:00:00 PM,677,0,0,0,0,0,,,,,,
3/26/2019 4:00:00 PM,677,0,0,0,0,0,,,,,,
3/26/2019 5:00:00 PM,677,0,0,0,0,0,,,,,,
3/26/2019 6:00:00 PM,677,0,0,0,0,0,,,,,,
3/26/2019 7:00:00 PM,677,0,0,0,0,0,,,,,,
3/26/2019 8:00:00 PM,667,0,0,0,0,0,,,,,,
3/26/2019 9:00:00 PM,667,0,0,0,0,0,,,,,,
3/26/2019 10:00:00 PM,682,0,0,0,0,0,,,,,,
3/26/2019 11:00:00 PM,682,0,0,0,0,0,,,,,,
3/27/2019 12:00:00 AM,682,0,0,0,0,0,,,,,,
3/27/2019 1:00:00 AM,682,0,0,0,0,0,,,,,,
3/27/2019 2:00:00 AM,682,0,0,0,0,0,,,,,,
3/27/2019 3:00:00 AM,682,0,0,0,0,0,,,,,,
3/27/2019 4:00:00 AM,682,0,0,0,0,0,,,,,,
3/27/2019 5:00:00 AM,682,0,0,0,0,0,,,,,,
3/27/2019 6:00:00 AM,677,0,0,0,0,0,,,,,,
3/27/2019 7:00:00 AM,677,0,0,0,0,0,,,,,,
3/27/2019 8:00:00 AM,677,0,0,0,0,0,,,,,,
3/27/2019 9:00:00 AM,677,0,0,0,0,0,,,,,,
3/27/2019 10:00:00 AM,677,0,0,0,0,0,,,,,,
3/27/2019 11:00:00 AM,677,0,0,0,0,0,,,,,,
3/27/2019 12:00:00 PM,687,0,0,0,0,0,,,,,,
3/27/2019 1:00:00 PM,687,0,0,0,0,0,,,,,,
3/27/2019 2:00:00 PM,677,0,0,0,0,0,,,,,,
3/27/2019 3:00:00 PM,677,0,0,0,0,0,,,,,,
