Date,Calgary,Central,Edmonton,Northeast,Northwest,South
5/29/2019 11:00:00 PM,978.471128,1221.435379,1450.473786,876.0505432,758.7073629,908.4228855
5/30/2019 12:00:00 AM,919.7228939,1200.168176,1368.133389,849.5493988,758.8985748,886.7180294
5/30/2019 1:00:00 AM,890.4699302,1188.384994,1322.642596,838.4364554,766.7139642,874.9123182
5/30/2019 2:00:00 AM,877.164845,1184.297838,1300.542917,835.5349658,775.4217148,874.0741846
5/30/2019 3:00:00 AM,883.9484443,1150.751213,1285.508026,835.9753763,776.3385649,869.3751265
5/30/2019 4:00:00 AM,943.7849153,1124.108242,1301.198098,828.5527304,776.3556822,866.9116447
5/30/2019 5:00:00 AM,1091.042883,1159.01484,1406.953747,829.3289265,775.6537037,889.3557359
5/30/2019 10:00:00 PM,1027.520554,1219.040681,1364.09947,817.1022489,789.3859084,897.9327086
5/30/2019 11:00:00 PM,948.0663496,1185.673953,1276.640217,803.9063358,770.7692131,897.7232657
5/31/2019 12:00:00 AM,899.6801957,1166.336693,1218.14514,802.2384908,768.2871379,882.9238477
5/31/2019 1:00:00 AM,873.0831059,1152.4377,1194.558875,800.1252042,764.9616904,872.2401082
5/31/2019 2:00:00 AM,863.7978082,1143.167741,1180.830073,812.5422376,760.6433421,867.7848169
5/31/2019 3:00:00 AM,872.2870344,1150.644352,1180.637933,816.655163,758.8214204,870.1153145
5/31/2019 4:00:00 AM,933.1166871,1140.477114,1206.280607,812.7851736,759.3592943,882.7280701
5/31/2019 5:00:00 AM,1062.158141,1158.283459,1325.018778,809.8576393,755.1627711,913.2672005
5/31/2019 10:00:00 PM,1041.874447,1290.365289,1454.407709,810.8832414,789.3492203,928.3277941
5/31/2019 11:00:00 PM,957.4324874,1268.00008,1368.846061,804.5382682,733.9293421,910.3231007
6/1/2019 12:00:00 AM,891.9423782,1254.12425,1285.48089,794.2351027,710.5506307,846.4523847
6/1/2019 1:00:00 AM,859.0706169,1252.423609,1260.84447,789.6380603,733.5695755,828.9368698
6/1/2019 2:00:00 AM,842.5590735,1233.930751,1215.979577,789.0861776,730.5320574,821.5799573
6/1/2019 3:00:00 AM,839.0297128,1239.77443,1218.61587,792.9749693,757.1189174,821.8514632
6/1/2019 4:00:00 AM,844.6426741,1236.313715,1208.600229,797.6203496,761.9425617,818.3216533
6/1/2019 5:00:00 AM,874.2061018,1237.971484,1237.39892,792.4787981,757.0211396,825.7098989
6/1/2019 10:00:00 PM,1063.250979,1330.175307,1479.831918,862.8184671,774.6939026,931.7970452
6/1/2019 11:00:00 PM,975.2933489,1300.088478,1388.445363,863.8426044,769.7991954,898.4230907
6/2/2019 12:00:00 AM,912.3738511,1275.055731,1335.17938,857.9502813,762.4981274,876.2701309
6/2/2019 1:00:00 AM,873.9236646,1271.346215,1297.522981,858.6813861,765.0923533,861.3135763
6/2/2019 2:00:00 AM,853.7760327,1262.815282,1253.284862,853.2043512,764.6585889,855.6946503
6/2/2019 3:00:00 AM,843.475122,1257.494957,1231.05809,843.063477,756.8138611,852.5338922
6/2/2019 4:00:00 AM,832.5533865,1238.77792,1190.555662,833.2260319,746.1965184,845.0781661
6/2/2019 5:00:00 AM,858.8457049,1236.091289,1211.983435,827.6836344,729.7439094,849.5561645
